Original Hotel Name,Hotel Name,Geometry,restaurant,shopping_mall,tourist_attraction,cafe,bar,supermarket,park,point_of_interest,lodging,museum
Amazing Waterfront Townhouse,Waterfront@Faber,"{'lat': 1.3232117, 'lng': 103.754716}",3,1,0,0,0,1,0,18,0,0
"Welcome to PINK VOGUE wPool, Hot Tub & Casita!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxurious House - Close to Disney,Resorts World Sentosa,"{'lat': 1.255179, 'lng': 103.8218107}",3,1,2,1,0,0,0,18,8,0
The Carpentry Hotel,The Carpentry Hotel,"{'lat': 34.7701097, 'lng': -84.9697662}",0,0,0,0,0,0,0,19,7,0
Hyatt Main Street Station Studio,The Residences At Main Street Station,"{'lat': 39.4763255, 'lng': -106.0452817}",3,0,1,0,1,0,0,18,14,0
Desert Dreams Studio,Dreams Studio (IMM),"{'lat': 1.3348154, 'lng': 103.7468395}",2,2,1,0,0,1,0,18,0,1
Tides of Seasmoke Suite,Tides of Seasmoke Suite,"{'lat': 47.6248185, 'lng': -122.3138032}",3,0,1,0,4,1,0,18,9,1
Fragrant Finnish Sauna & Cozy Pool with French 3br,STEAMSAUNA SINGAPORE PTE LTD,"{'lat': 1.3322212, 'lng': 103.8939005}",0,0,0,0,0,0,0,18,0,0
"Tropical Breeze Canal Waterfront Home, Heated Pool",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Warm and Cozy Mansfield Home Deck, Gas Fire Table!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
McDonough Escape with Private Hot Tub and Game Room!,Escapology Escape Rooms McDonough,"{'lat': 33.4334055, 'lng': -84.1802001}",0,0,0,0,0,0,0,18,6,0
Unit 2 - Stand Rock Studios,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sapphire Serenity PoolSpa MiniGolf Booceball,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Beach House at Si Como No Inn,Siloso Beach Resort,"{'lat': 1.2549599, 'lng': 103.8144917}",2,1,2,0,0,0,0,18,11,0
Turtle Bay Townhouse Steps to Our Beautiful Beach!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern Style KING bed Free Wi-Fi with Garage,Kuhl Home,"{'lat': 1.2765928, 'lng': 103.7962242}",3,0,1,0,0,0,3,18,2,0
The Lighthouse Boutique Hotel,The Lighthouse Boutique Hotel,"{'lat': 26.0780074, 'lng': -97.2080127}",2,1,0,0,0,0,2,18,14,0
Ocean Trillium 601 A 1 Bedroom-1 Bath Ocean View Unit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
New 2BR 1Bath w/ Free Parking & Laundry near University of Berkeley,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Invisible Wind Cabin- Joshua Tree Amazing View,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spacious 1BR Mid-rise by NRG - Galleria -MedCenter,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Moose Meadow Cabin,Moose Meadow Cabins,"{'lat': 45.32949900000001, 'lng': -109.184135}",1,0,0,0,2,0,0,19,1,0
Short term rental,Expat Corporate Apartments Singapore Pte Ltd - Service Apartments Singapore,"{'lat': 1.3355818, 'lng': 103.742454}",2,2,1,0,0,1,0,18,0,1
Roomy Oasis DC area pet friendly,No information found,N/A,0,0,0,0,0,0,0,0,0,0
East Atlanta / Decatur retreat with fire-pit,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming House Downtown,Ann Siang House by The Unlimited Collection,"{'lat': 1.2807043, 'lng': 103.8458104}",3,0,0,1,1,0,0,18,18,0
"Come enjoy this modern, luxury oasis! 15 mins from downtown and the airport",No information found,N/A,0,0,0,0,0,0,0,0,0,0
8 Minutes to Disney! Spacious Family Home in Margaritaville Resort in Kissimmee!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Houston apt- Near Galleria NRG Medcenter Downtown,8181 Med Center Apartments,"{'lat': 29.6874784, 'lng': -95.4027327}",0,0,0,0,0,0,0,18,9,0
McCormick 6B/3Ba Luxury Suite for groups/12 guests with optional Parking,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Kissimmee Home 10 Minutes to Disney - Margaritaville!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sophari Retreat on Mercer Island,Sophari,"{'lat': 47.56078340000001, 'lng': -122.3846754}",2,0,1,1,2,0,1,18,2,0
Masterkeys Rentals LLC,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Studio Steps Away from Bayfront Park,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lakefront Panama City Studio with Hot Tub Access,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge W Pool & Outdoor Firepits Room #201,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Cottage in Colonie,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"New Home!!! Minutes from Downtown, Duke & Hospital",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Chic Houston Home with Patio about 5 Mi to Downtown!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Home in the Heart of Jackson/UMMC Hospital,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Icon Brickell Luxury Residence With Amazing Views,Amazing 2/2 In The Iconic W Hotel Residences With Spectacular Views,"{'lat': 25.7686625, 'lng': -80.188727}",1,0,0,0,1,0,0,18,17,0
Kaanapali Shores 144,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Blue house in Hampden,Blue House Mutiara,"{'lat': 1.2955004, 'lng': 103.8280063}",0,2,0,0,0,0,0,18,14,0
"Brand New House, Luxury, NRG Stadium, Med Center",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"A quiet, stylish and cozy retreat.",Backpacker Cozy Corner Guesthouse,"{'lat': 1.2984133, 'lng': 103.8557435}",1,1,0,0,0,0,0,18,17,0
"McCormick 2Br/2Ba family unit for up to 6 guests with Skyline view, Optional Parking & Gym",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Bixby Cove Cabin #1,No information found,N/A,0,0,0,0,0,0,0,0,0,0
5Br 2 5Baths with a Private Pool and Cinema Dallas,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge - Pool & Firepits Room #208,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Rose Ave Furnished 1 Bedroom,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge King Bed WIFI Roku TV Salt Water Pool Room #203,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Arroyo Roble Resort at Oak Creek,Arroyo Roble Resort,"{'lat': 34.870849, 'lng': -111.757271}",1,0,0,0,0,0,0,18,17,0
Stonegate Lodge 2 Queen Beds WIFI Roku TV Salt Water Pool Room #202,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sunset themed retreat- Sleeps 10,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Suburban Studios Tysons Corner,Suburban Studios Tysons Corner,"{'lat': 38.9262915, 'lng': -77.2437932}",3,1,1,0,1,0,1,18,8,0
Stonegate Lodge Salt Water Pool2 Queen Beds Fire Pits Fast WiFi Room #205,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge Sleeps 4 Fast WiFi Firepits TV Salt Water Pool Room #204,No information found,N/A,0,0,0,0,0,0,0,0,0,0
NEW. The Grand Tennessean Cabin.,Grand Getaway Cabin,"{'lat': 35.8082658, 'lng': -83.5098443}",1,0,2,0,0,0,0,18,12,0
"Stonegate Lodge King Bed, 2mi to Historic DTWN Salt Water Pool Room #206",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Stonegate Lodge 2 Queen Beds Fast WIFI 50"" TV Salt Water Pool Room #207",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge Pool Fire Pits King BedFast WiFi 50in TV Room #209,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stonegate Lodge 2mi to Historic DTWN Pool WiFi 2 Queen Beds Room #210,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Deluxe Studio 2nd Floor Unit 215 Bldg B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Deluxe Studio with Partial lake view Unit 122 Bldg B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Deluxe Studio- Ground Floor Unit 115 Bldg B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Deluxe Studio with Partial lake view Unit 125 Bldg B,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Heron On Ivy,The Heron On Ivy,"{'lat': 32.7284549, 'lng': -117.1314617}",0,0,0,0,0,0,0,18,18,0
King Deluxe Studio 2nd Floor Unit 216 Bldg B,Luxe Studio Pte Ltd,"{'lat': 1.3267984, 'lng': 103.8438242}",2,1,0,0,0,0,0,18,10,0
Queen Lodgette 2nd Floor Unit 226 Bldg B,Queens Condo,"{'lat': 1.2929201, 'lng': 103.8070831}",6,0,0,1,0,0,0,18,0,0
Russell Inn and Suites,Russell Inn & Suites,"{'lat': 33.458554, 'lng': -88.8002614}",2,1,0,0,1,0,0,18,5,0
AZ Desert Hideaway,Desert Hideaway Inn,"{'lat': 32.8815052, 'lng': -112.7280673}",0,0,0,0,0,0,0,7,2,0
Peaceful Whitefish Home with Deck - Pets Welcome!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy 1 Bdrm In-law Suite - CUTE,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Juneau Cabin near Eaglecrest & Trails,Eagle Glacier Cabin,"{'lat': 58.57285779999999, 'lng': -134.7498748}",0,0,0,0,0,0,0,1,1,0
Urban Adventure Townhome - Near Downtown Atlanta,Urban Lofts Townhomes,"{'lat': 33.7464523, 'lng': -84.3341598}",6,0,2,0,6,1,2,18,3,3
"Quiet Home, Perdido-Orange Bch, Golf View 3BR-2BT",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Stunning Pinetop-Lakeside Cabin Ski, Golf, Hike!",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spacious Getaway near UTRGV,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Chic Greek Peak Ski Resort Townhome with Balconies,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Acogedora Casa Cerca de Todo,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Breathtaking Ocean, Mountain & Juneau Views",No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Poolside Bungalow,Poolside,"{'lat': 1.291999, 'lng': 103.858711}",3,0,1,0,0,0,1,18,5,0
Modern Luxe 3BR/1BA with Bar,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Relax in Privacy in 2BR Beauty w/ Fire Pit & Grill,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cosy Bedroom 12mins to Airport Prudential NJIT UMDJ Penn Station,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Family-Friendly and Fully-Equipped 2-BR, Wi-Fi and Parking",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mountain Modern - In-town with rooftop terrace!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Homey Midtown Oasis W/Tropical Patio,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lackland 5 min Riverwalk 15 min SeaWorld 20 min,No information found,N/A,0,0,0,0,0,0,0,0,0,0
TVPM-4885RC SL townhouse,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Motel 6 Baton Rouge East, LA I12","Motel 6 Baton Rouge, LA - East - I-12","{'lat': 30.4270404, 'lng': -91.07618599999999}",1,0,0,0,0,0,0,18,11,0
Beachview Condominiums 203,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Royal Oasis - Featured on Love is Blind S6,No information found,N/A,0,0,0,0,0,0,0,0,0,0
New Decatur Bungalow,New Coconut Bungalow,"{'lat': 7.5704286, 'lng': 99.0337278}",3,0,0,0,0,0,0,18,17,0
The Royal Escape - Featured on Love is Blind S6,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Private Fort Lauderdale cottage,Crew House Fort Lauderdale,"{'lat': 26.0956699, 'lng': -80.1449981}",0,0,0,0,0,0,0,18,18,0
The Royal Retreat - Featured on Love is Blind S6,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Unit 4 - Stand Rock Studios,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Main Street Sun Prairie WI - 2 Bedroom,Catalyst on Main Apartments,"{'lat': 43.1820804, 'lng': -89.2236949}",0,0,1,0,0,1,1,18,2,0
The Music House,Music house,"{'lat': 1.2899036, 'lng': 103.835146}",7,0,0,1,0,0,0,18,7,0
The Melrose Hotel,Melrose Georgetown Hotel,"{'lat': 38.9031726, 'lng': -77.05256}",2,0,0,0,1,0,0,18,18,0
Prime 2-Bedroom Oasis - Church 304,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Slifer Street Studio #11,No information found,N/A,0,0,0,0,0,0,0,0,0,0
stayAPT Suites Killeen-Fort Cavazos,stayAPT Suites Killeen-Fort Cavazos,"{'lat': 31.0973491, 'lng': -97.7412877}",1,1,0,0,2,0,0,18,7,0
Luxury Retreat The Vegas Edition,The Happy 8 Retreat @ Old Town,"{'lat': 4.595632999999999, 'lng': 101.0784669}",1,0,0,1,0,0,0,18,18,0
Downtown Historic East-Side Coyote House 2B 2BA,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"The Overlook~Bandera, TX",Overlook of Carriage Hills,"{'lat': 29.562185, 'lng': -98.63324840000001}",1,0,0,0,1,0,0,18,10,0
Lock Haven Grandview Hotel,Williamsport Grandview Hotel,"{'lat': 41.2325567, 'lng': -77.12944949999999}",1,0,0,0,0,0,0,18,1,0
Large Private room with Queen bed - 2a,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Centrally located renovated home,Central Constructer Pte Ltd,"{'lat': 1.328382, 'lng': 103.752966}",1,2,1,0,0,1,0,18,0,1
Private room with Private bath in B&B in Lakeview - 2d,Private Room @ Holland Village,"{'lat': 1.3102692, 'lng': 103.7954186}",3,1,0,0,0,0,0,18,1,0
~Heavenly Hideaway~River~Medina~,Heavenly Hideaway,"{'lat': -33.66007580000001, 'lng': 115.036349}",1,0,2,0,1,0,0,18,12,0
Queen bed with Private bathroom in Lakeview -2e,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Local With a Side of Cozy,Cozy Up With Craft,"{'lat': 1.3409709, 'lng': 103.7729055}",2,1,2,0,0,1,0,18,1,1
Large Room with King bed in the Lakeview -3A,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Casa Bandera~Downtown Bandera, TX.",11th St. Casa Blanca A Place to Stay Reservations,"{'lat': 29.7260448, 'lng': -99.07483599999999}",2,0,0,0,1,0,1,19,6,0
Cozy 1B1B Suite,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lambertville Retreat - Walk to Shopping and Dining!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Oceanside Penthouse Apartment in Brickell Miami, Pool, Free Parking",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Liberty Valley Short Term Rental - 27,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spacious Delaware Home with Private Hot Tub!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Spacious Brandon Home 10 Mi to Downtown Tampa!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Euclid Beach within reach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Spring Break Specials! Pet Friendly, 7 Beds, Family Oasis",No information found,N/A,0,0,0,0,0,0,0,0,0,0
River House,The Riverhouse Singapore,"{'lat': 1.2899265, 'lng': 103.8450565}",2,4,2,0,1,0,0,18,12,0
Holiday Inn Express & Suites Downtown,"Holiday Inn Express Singapore Clarke Quay, an IHG Hotel","{'lat': 1.2891213, 'lng': 103.8419682}",3,3,1,1,0,0,0,18,10,0
GameTime Hide Out Vibes,Hideout,"{'lat': 1.3083185, 'lng': 103.8608473}",0,0,0,0,0,0,0,18,18,0
3BR Rambler w/ Large Kitchen near Boeing & Amazon,No information found,N/A,0,0,0,0,0,0,0,0,0,0
B5 Pikake,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxury Home Near Downtown & Medical Center,Luxury Home Singapore,"{'lat': 1.3169387, 'lng': 103.8439202}",0,1,0,0,0,0,0,18,15,0
"Brick Beauty Downtown RVA, Queen bd,mins to VCU",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Contemporary Home, Close to Downtown and NCCU",No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Urban Oasis: Work, Play, Unwind in Warehouse Dist",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Hopkins Home Away from Home Rental Units,HomeAway Asia,"{'lat': 1.292809, 'lng': 103.842937}",3,3,3,0,2,0,1,18,6,0
East Austin Family Home w Backyard,Backyard House,"{'lat': 30.2707533, 'lng': -97.74607619999999}",0,0,0,0,0,0,0,18,18,0
Taos Mountain Views- Cozy Home-Special Rates,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Gentleman Pirate,The Pirates Den,"{'lat': 1.3045795, 'lng': 103.8340621}",1,1,0,0,0,0,0,18,17,0
NYC Gateway: Cozy Home with Easy Access,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Milwaukie Riverfront Guest House,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Andre’s Opulent Stay,"Fraser Residence River Promenade, Singapore","{'lat': 1.2913484, 'lng': 103.8353495}",1,0,0,0,0,0,0,18,18,0
Las Olas Guest House,Las Olas Guesthouse @ 15th Avenue,"{'lat': 26.1359008, 'lng': -80.1282736}",0,0,0,0,0,0,0,18,18,0
Stylish Apartment Near DTLA,HWH Luxury Living,"{'lat': 34.0489665, 'lng': -118.2478171}",2,0,0,0,1,0,0,18,17,0
Two Knights Luxury Cabin,Two Knights Luxury Cabin,"{'lat': 34.2855768, 'lng': -94.8046122}",0,0,0,0,0,0,0,20,17,0
"Waterfront home with private dock, walk to beach",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Wonderful Apartment Near DTLA,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming Farmhouse in the Historic City of Tucker,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Quiet and Cozy,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Studio Casita-15 min walk to Downtown Plaza,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Cottage in Lutz, Florida",The Cottages at Cypress Cay,"{'lat': 28.0891014, 'lng': -82.4170802}",2,0,0,0,1,0,0,18,4,0
The Turtle's Nest,Turtle's Nest,"{'lat': 11.0780248, 'lng': 123.9357941}",0,0,0,0,0,0,0,18,1,0
"Wayne's Place-Hot tub, pet friendly. Close to HPU",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Getaway / Private Suite,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mar town house,SeaHill,"{'lat': 1.2989437, 'lng': 103.7642323}",1,2,1,0,0,1,1,18,5,0
Cozy Home Toyota Center,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Luxury Bayfront Park Miami High-Rise 2-King Bed, 2 Bath Apartment",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Charming and Convenient 2br 1ba apt - fully furnished and equipped - fast Internet,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Modern Natomas Gem:Gym/Pool,The Club at Natomas Park,"{'lat': 38.671281, 'lng': -121.5084647}",2,0,0,0,1,0,0,18,4,0
Modern-Retro Themed Home Close to Coffee + Food!,HOUSE DOWNSTAIRS,"{'lat': 1.3121158, 'lng': 103.7890146}",2,1,0,0,1,0,0,18,1,0
EDR Hotel - Adults Only & Clothing Optional,The Outpost Hotel Sentosa,"{'lat': 1.2521396, 'lng': 103.8199556}",3,1,2,1,0,0,0,18,9,0
Comfy Modern Farmhouse Cottage w/ Private Patio!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Luxury NEW Residence with Private Rooftop, Downtown in minutes",Naumi Hotel Singapore,"{'lat': 1.29592, 'lng': 103.855164}",2,0,0,0,0,0,0,18,18,0
Royal Oasis Suite,"Oasia Residence, Singapore","{'lat': 1.2990979, 'lng': 103.7648561}",1,2,1,0,0,1,1,18,5,0
DTLA Escape Skyline views with luxury amenities,Escape Room LA,"{'lat': 34.0419679, 'lng': -118.2527375}",2,0,0,0,1,0,0,18,15,0
Escondida Drive,Escondida Dr,"{'lat': 26.1247178, 'lng': -97.4730299}",0,0,1,0,0,0,1,18,0,0
Serenity Suite,The Serenity Suite,"{'lat': 51.792371, 'lng': -2.610508}",3,0,3,4,3,0,2,18,7,1
"Boardwalk, Casino, Beach Suite","Boardwalk Hotel, Casino and Convention Centre","{'lat': -33.9821315, 'lng': 25.6572885}",2,0,0,0,2,0,0,18,18,0
Hobbit Hideaway - Do something different,Hobbit's Hideaway,"{'lat': -41.3012869, 'lng': 174.7885116}",2,0,0,0,2,0,0,18,18,0
Your quiet place on Weiss Lake,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sterling Shores,Sterling Shores Beach Resort - Destin Vacation Rentals by Vacasa,"{'lat': 30.3852275, 'lng': -86.4585188}",1,0,0,0,1,0,2,18,12,0
Casa Guaria Morada - Orlando,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mediterranean Style Modern House,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy Getaway Downtown Htx,Cozy Downtown Modern Townhome,"{'lat': 29.7680792, 'lng': -95.33975339999999}",2,0,1,0,1,0,0,18,16,0
Lakeview Getaway,Lakeview Getaway,"{'lat': -33.6778672, 'lng': 115.2586845}",1,0,0,1,0,0,2,18,12,0
Phoenix Apts,Phoenix Residences,"{'lat': 1.375252, 'lng': 103.7575607}",1,0,1,0,0,1,1,18,0,0
Charming Urban Apartment Getaway,Tiny Away Escape @ Lazarus Island,"{'lat': 1.2283389, 'lng': 103.8514755}",3,0,5,0,1,0,0,18,7,0
The Hidden Moose,Hidden Moose Lodge,"{'lat': 48.437999, 'lng': -114.3415001}",1,0,2,0,0,0,2,18,10,0
Tropical Villa wJacuzzi Big Terrace & Billiards,Tropical Villa,"{'lat': 1.1675103, 'lng': 104.0413975}",2,0,3,0,0,0,0,19,4,1
Fantastic Villa Terrace w/Grill by TGH,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Awesome 4 bedroom pool house King bed,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cozy 1 Bedroom in a house,No information found,N/A,0,0,0,0,0,0,0,0,0,0
V's Iris Haven,Iris Haven,"{'lat': 37.6729461, 'lng': -113.0619427}",0,0,0,0,0,0,0,19,13,0
"Cozy Shorewalk condo close to top beaches, with heated pools, hot tub, IMG Academy",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lux Aprt by Airport&StJohnsRiver,The Luxe,"{'lat': 1.2994803, 'lng': 103.8471048}",0,2,0,0,1,0,0,18,8,0
Perfect stay for couples,Fragrance Hotel - Ocean View,"{'lat': 1.292355, 'lng': 103.768469}",2,1,1,0,0,0,2,18,5,0
Big Papaws Place,Big Paw Paws BBQ,"{'lat': 1.365523, 'lng': 103.9316506}",4,0,0,0,0,0,0,18,0,0
The Oasis@Woodyard,"The Oasis, Where Pets Thrive","{'lat': 1.3434187, 'lng': 103.9415563}",0,0,0,0,0,1,0,18,2,0
J’s amazing pool and hot Jaccuzi sweet house,J-Asia (Singapore) Pte. Ltd.,"{'lat': 1.3329028, 'lng': 103.8939259}",0,0,0,0,0,0,0,18,0,0
Luxury living in 2 beds 2 baths near Fort Cavazos,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Southern Lake – Luxury Home in Texarkana,United Built Homes,"{'lat': 33.3880638, 'lng': -94.1083244}",1,0,0,0,0,1,0,18,0,0
Oceanfront Beautiful Paradise,Ocean,"{'lat': 9.951994299999999, 'lng': 123.3659521}",4,0,0,0,1,0,0,18,18,0
Sterling Reef 706,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Sunrise Getaway with Private Pool 10 Mi to Beach!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Cannery Row and Beach Tranquility,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Boat House - River Harmony Home,Boathouse Residences,"{'lat': 1.3758004, 'lng': 103.9028784}",1,1,0,0,0,0,1,18,0,0
3/2 UF Wooded Paradise Retreat,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Woodstone Retreat Condo right next to UGA golf course!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
"Canal Oasis: Vibrant Home, Pool & Views",Nagare Fountain - Indoor & Outdoor Water Fountain in Singapore,"{'lat': 1.3313887, 'lng': 103.8957296}",0,0,0,0,0,0,0,18,0,0
Casa Serena - Peaceful Family Retreat,A PERFECT STAY Casa Serena,"{'lat': -28.6336573, 'lng': 153.4949456}",0,0,0,0,0,0,0,18,6,0
NEW! Apartment in Historic Mansion. Location! Views!,Eng Hoon Mansions,"{'lat': 1.2836021, 'lng': 103.8344395}",1,0,0,0,1,0,0,18,18,0
Smoky Oaks,Smokey Oak,"{'lat': 1.3145436, 'lng': 103.891878}",2,0,0,0,0,0,0,18,9,0
Cozy home on the lakeside,Cozy Home Furniture and Furnishing Pte Ltd,"{'lat': 1.3351925, 'lng': 103.8876045}",1,0,0,0,0,0,0,18,0,0
NEW! Private Cap Hill Carriage House,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Lovely 2-Bed located in Heart of JC!,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Linda annex - A cozy spot 15 mins from Noda/Uptown,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Mountain View Lodge,K2 Guesthouse,"{'lat': 1.2805709, 'lng': 103.7864803}",0,0,1,0,0,0,3,18,2,0
Mountain View Haven,Mountain Haven Cabins,"{'lat': 49.13365169999999, 'lng': -113.587059}",0,0,0,0,0,0,1,19,7,0
"Restaurants, Bars, Lake & Trails near DFW Airport",Southwest Tavern,"{'lat': 1.3275445, 'lng': 103.7534629}",2,2,0,0,0,1,0,18,0,0
Black Bearry,Black Raspberry & Aronia Berry Juice Singapore - IDooRi,"{'lat': 1.28147, 'lng': 103.821202}",1,1,0,0,1,0,0,18,14,0
"Spacious 5BD Marin Home w/ Billiards, Poker & BBQ",No information found,N/A,0,0,0,0,0,0,0,0,0,0
Ruth' s Wellness Oasis,Spring Oasis,"{'lat': 1.3071325, 'lng': 103.8285211}",0,1,0,0,0,0,0,18,16,0
Economy Hotel Memphis,Economy Hotel Memphis,"{'lat': 35.0585161, 'lng': -89.9330191}",1,0,0,0,0,1,0,18,6,0
Spacious 2 Bedroom Venice Beach Villa,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Athena's Oceanfront Haven,The Oceanfront,"{'lat': 1.2437298, 'lng': 103.8421237}",3,0,2,0,2,1,0,18,3,0
Blue Lagoon Modern Home,Blue Lagoon - Music Town Lounge,"{'lat': 1.2783671, 'lng': 103.8497141}",3,0,0,1,1,0,0,18,18,0
Apollo's Escape: Your Serene Oceanfront Retreat,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Luxe Escape,Luxe Escape Private Limited,"{'lat': 28.5722213, 'lng': 77.32204870000001}",3,0,0,0,1,0,0,18,6,0
Private room shared bathroom in Lakeview 2c,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Pioneer Vacation Rentals - Pioneer South downtown Ashland,No information found,N/A,0,0,0,0,0,0,0,0,0,0
The Pink Flamingo Beach Gulf views,The Pink Flamingo,"{'lat': 1.2562215, 'lng': 103.8120532}",3,1,2,1,0,0,0,18,10,0
HUGE 2 bedroom Apt FREE street parking (king bed),No information found,N/A,0,0,0,0,0,0,0,0,0,0
Stylish Miami 1BR Escape,No information found,N/A,0,0,0,0,0,0,0,0,0,0
Elegant Cozy Spot to unwind! UCF/MCO/Parks/Beach,No information found,N/A,0,0,0,0,0,0,0,0,0,0
